"database","schema","table","column","type","mandatory","description"
"ros","ros_ps","catch_details","estimated_weight_value","double precision","NO",
"ros","ros_ps","catch_details","estimated_weight_unit","character varying(3)","NO",
"ros","ros_ps","catch_details","estimated_weight_type_of_measurement_code","character(2)","NO",
"ros","ros_ps","catch_details","estimated_weight_processing_type_code","character(2)","NO",
"ros","ros_ps","catch_details","estimated_weight_method_code","character(2)","NO",
"ros","ros_ps","cetaceans_whale_shark_sightings","id","integer","YES",
"ros","ros_ps","cetaceans_whale_shark_sightings","number_sighted","integer","NO",
"ros","ros_ps","cetaceans_whale_shark_sightings","setting_operation_id","integer","YES",
"ros","ros_ps","cetaceans_whale_shark_sightings","species_code","character varying(16)","NO",
"ros","ros_ps","cetaceans_whale_shark_sightings","caught_inside_the_net","character varying(5)","NO",
"ros","ros_ps","cetaceans_whale_shark_sightings","sighting_occurred_before_setting","character varying(5)","NO",
"ros","ros_ps","fishing_events","id","integer","YES",
"ros","ros_ps","fishing_events","comments","text","NO",
"ros","ros_ps","fishing_events","event_original_id","character varying(255)","NO",
"ros","ros_ps","fishing_events","setting_operation_id","integer","YES",
"ros","ros_ps","fishing_events","trip_id","integer","YES",
"ros","ros_ps","gear_specifications","id","integer","YES",
"ros","ros_ps","gear_specifications","trip_id","integer","YES",
"ros","ros_ps","gear_specifications","maximum_brail_capacity","double precision","NO",
"ros","ros_ps","gear_specifications","maximum_net_depth_value","double precision","NO",
"ros","ros_ps","gear_specifications","maximum_net_depth_unit","character varying(3)","NO",
"ros","ros_ps","gear_specifications","maximum_net_length_value","double precision","NO",
"ros","ros_ps","gear_specifications","maximum_net_length_unit","character varying(3)","NO",
"ros","ros_ps","gear_specifications","bunt_stretched_mesh_size_value","double precision","NO",
"ros","ros_ps","gear_specifications","bunt_stretched_mesh_size_unit","character varying(3)","NO",
"ros","ros_ps","gear_specifications","mid_net_stretched_mesh_size_value","double precision","NO",
"ros","ros_ps","gear_specifications","mid_net_stretched_mesh_size_unit","character varying(3)","NO",
"ros","ros_ps","gear_specifications","power_block","character varying(5)","NO",
"ros","ros_ps","gear_specifications","purse_winch","character varying(5)","NO",
"ros","ros_ps","object_details","id","integer","YES",
"ros","ros_ps","object_details","buoy_identifier","character varying(255)","NO",
"ros","ros_ps","object_details","fad_raft_design_code","character(2)","NO",
"ros","ros_ps","object_details","fad_tail_design_code","character(2)","NO",
"ros","ros_ps","object_details","equipped_with_artificial_lights_at_deploy","character varying(5)","NO",
"ros","ros_ps","object_details","equipped_with_artificial_lights_on_retrieval","character varying(5)","NO",
"ros","ros_ps","setting_operations","id","integer","YES",
"ros","ros_ps","setting_operations","maximum_closing_net_depth","double precision","NO",
"ros","ros_ps","setting_operations","school_size","double precision","NO",
"ros","ros_ps","setting_operations","start_setting_date_and_time","timestamp(6) without time zone","NO",
"ros","ros_ps","setting_operations","time_end_brailing","timestamp(6) without time zone","NO",
"ros","ros_ps","setting_operations","time_net_pursed","timestamp(6) without time zone","NO",
"ros","ros_ps","setting_operations","time_skiff_onboard","timestamp(6) without time zone","NO",
"ros","ros_ps","setting_operations","time_start_brailing","timestamp(6) without time zone","NO",
"ros","ros_ps","setting_operations","start_setting_latitude","double precision","NO",
"ros","ros_ps","setting_operations","start_setting_longitude","double precision","NO",
"ros","ros_ps","setting_operations","ps_object_detail_id","integer","NO",
"ros","ros_ps","setting_operations","first_school_detection_method_code","character(2)","NO",
"ros","ros_ps","setting_operations_cl_school_sighting_cues","setting_operation_id","integer","YES",
"ros","ros_ps","setting_operations_cl_school_sighting_cues","school_sighting_cue_code","character(2)","YES",
"ros","ros_ps","specimens","id","integer","YES",
"ros","ros_ps","specimens","specimen_original_id","character varying(255)","YES",
"ros","ros_ps","specimens","additional_catch_details_on_ssis_id","integer","NO",
"ros","ros_ps","specimens","additional_specimen_details_non_target_species_id","integer","NO",
"ros","ros_ps","specimens","biometric_information_id","integer","NO",
"ros","ros_ps","specimens","tag_detail_id","integer","NO",
"ros","ros_ps","specimens","catch_detail_id","integer","NO",
"ros","ros_ps","tag_details","id","integer","YES",
"ros","ros_ps","tag_details","alternate_tag_original_id","character varying(255)","NO",
"ros","ros_ps","tag_details","tag_original_id","character varying(255)","NO",
"ros","ros_ps","tag_details","well","integer","NO",
"ros","ros_ps","tag_details","tag_type_code","character(2)","NO",
"ros","ros_ps","tag_details","tag_finder_id","integer","NO",
"ros","ros_ps","tag_details","tag_recovery","character varying(5)","NO",
"ros","ros_ps","tag_details","tag_release","character varying(5)","NO",
"ros","ros_ll","additional_catch_details_on_ssi","id","integer","YES",
"ros","ros_ll","additional_catch_details_on_ssi","bait_type","character varying(255)","NO",
"ros","ros_ll","additional_catch_details_on_ssi","photo_id","character varying(255)","NO",
"ros","ros_ll","additional_catch_details_on_ssi","bait_condition_code","character(2)","NO",
"ros","ros_ll","additional_catch_details_on_ssi","dehooker_device_code","character(2)","NO",
"ros","ros_ll","additional_catch_details_on_ssi","gear_interaction_code","character(2)","NO",
"ros","ros_ll","additional_catch_details_on_ssi","handling_method_code","character(2)","NO",
"ros","ros_ll","additional_catch_details_on_ssi","leader_material_type_code","character(2)","NO",
"ros","ros_ll","additional_catch_details_on_ssi","hook_type_code","character(3)","NO",
"ros","ros_ll","additional_catch_details_on_ssi","leader_thickness_value","double precision","NO",
"ros","ros_ll","additional_catch_details_on_ssi","leader_thickness_unit","character varying(3)","NO",
"ros","ros_ll","additional_catch_details_on_ssi","brought_on_board","character varying(5)","NO",
"ros","ros_ll","additional_catch_details_on_ssi","light_attached_to_branchline","character varying(5)","NO",
"ros","ros_ll","additional_catch_details_on_ssi","revival","character varying(5)","NO",
"ros","ros_ll","baits_by_conditions","id","integer","YES",
"ros","ros_ll","baits_by_conditions","dye_colour","character varying(255)","NO",
"ros","ros_ll","baits_by_conditions","ratio","double precision","NO",
"ros","ros_ll","baits_by_conditions","setting_operation_id","integer","YES",
"ros","ros_ll","baits_by_conditions","bait_condition_code","character(2)","NO",
"ros","ros_ll","baits_by_conditions","species_code","character varying(16)","NO",
"ros","ros_ll","biteoffs_by_branchlines_set","id","integer","YES",
"ros","ros_ll","biteoffs_by_branchlines_set","branchline_configuration_number","integer","NO",
"ros","ros_ll","biteoffs_by_branchlines_set","number_of_biteoffs","integer","NO",
"ros","ros_ll","biteoffs_by_branchlines_set","hauling_operation_id","integer","YES",
"ros","ros_ll","branchline_configurations","id","integer","YES",
"ros","ros_ll","branchline_configurations","configuration_number","integer","NO",
"ros","ros_ll","branchline_configurations","gear_specification_id","integer","YES",
"ros","ros_ll","branchline_configurations_storage","branchline_configuration_id","integer","YES",
"ros","ros_ll","branchline_configurations_storage","branchline_storage_code","character(2)","YES",
"ros","ros_ll","branchline_sections","id","integer","YES",
"ros","ros_ll","branchline_sections","section_number","integer","NO",
"ros","ros_ll","branchline_sections","branchline_configuration_id","integer","YES",
"ros","ros_ll","branchline_sections","branchline_material_type_code","character(2)","NO",
"ros","ros_ll","branchline_sections","diameter_value","double precision","NO",
"ros","ros_ll","branchline_sections","diameter_unit","character varying(3)","NO",
"ros","ros_ll","branchline_sections","length_value","double precision","NO",
"ros","ros_ll","branchline_sections","length_unit","character varying(3)","NO",
"ros","ros_ll","branchlines_set","id","integer","YES",
"ros","ros_ll","branchlines_set","branchline_configuration_number","integer","NO",
"ros","ros_ll","branchlines_set","number_of_branchlines","integer","NO",
"ros","ros_ll","branchlines_set","setting_operation_id","integer","YES",
"ros","ros_ll","catch_details","id","integer","YES",
"ros","ros_ll","catch_details","catch_detail_original_id","character varying(255)","YES",
"ros","ros_ll","catch_details","comments","text","NO",
"ros","ros_ll","catch_details","estimated_catch_in_numbers","integer","NO",
"ros","ros_ll","catch_details","fishing_event_id","integer","NO",
"ros","ros_ll","catch_details","type_of_fate_code","character(2)","NO",
"ros","ros_ll","catch_details","estimated_weight_sampling_method_code","character(2)","NO",
"ros","ros_ll","catch_details","fates_code","character(2)","NO",
"ros","ros_ll","catch_details","species_code","character varying(16)","NO",
"ros","ros_ll","catch_details","estimated_weight_value","double precision","NO",
"ros","ros_ll","catch_details","estimated_weight_unit","character varying(3)","NO",
"ros","ros_ll","catch_details","estimated_weight_type_of_measurement_code","character(2)","NO",
"ros","ros_ll","catch_details","estimated_weight_processing_type_code","character(2)","NO",
"ros","ros_ll","catch_details","estimated_weight_method_code","character(2)","NO",
"ros","ros_ll","fishing_events","id","integer","YES",
"ros","ros_ll","fishing_events","comments","text","NO",
"ros","ros_ll","fishing_events","event_original_id","character varying(255)","NO",
"ros","ros_ll","fishing_events","hauling_operation_id","integer","NO",
"ros","ros_ll","fishing_events","mitigation_measure_id","integer","NO",
"ros","ros_ll","fishing_events","setting_operation_id","integer","NO",
"ros","ros_ll","fishing_events","trip_id","integer","YES",
"ros","ros_ll","floatlines","id","integer","YES",
"ros","ros_ll","floatlines","floatline_number","integer","NO",
"ros","ros_ll","floatlines","setting_operation_id","integer","YES",
"ros","ros_ll","floatlines","floatline_length_value","double precision","NO",
"ros","ros_ll","floatlines","floatline_length_unit","character varying(3)","NO",
"ros","ros_ll","gear_specifications","id","integer","YES",
"ros","ros_ll","gear_specifications","storage","character varying(255)","NO",
"ros","ros_ll","gear_specifications","tori_line_detail_id","integer","NO",
"ros","ros_ll","gear_specifications","trip_id","integer","YES",
"ros","ros_ll","gear_specifications","bait_casting_machine","character varying(5)","NO",
"ros","ros_ll","gear_specifications","line_hauler","character varying(5)","NO",
"ros","ros_ll","gear_specifications","line_setter","character varying(5)","NO",
"ros","ros_ll","gear_specifications_mitigation_device","gear_specification_id","integer","YES",
"ros","ros_ll","gear_specifications_mitigation_device","mitigation_device_code","character(2)","YES",
"ros","ros_ll","hauling_offal_disposal_positions","hauling_operation_id","integer","YES",
"ros","ros_ll","hauling_offal_disposal_positions","offal_disposal_position","character varying(255)","YES",
"ros","ros_ll","hauling_operations","id","integer","YES",
"ros","ros_ll","hauling_operations","end_hauling_date_and_time","timestamp(6) without time zone","NO",
"ros","ros_ll","hauling_operations","number_of_hooks_observed","integer","NO",
"ros","ros_ll","hauling_operations","offal_management","character varying(255)","NO",
"ros","ros_ll","hauling_operations","start_hauling_date_and_time","timestamp(6) without time zone","NO",
"ros","ros_ll","hauling_operations","end_hauling_latitude","double precision","NO",
"ros","ros_ll","hauling_operations","end_hauling_longitude","double precision","NO",
"ros","ros_ll","hauling_operations","start_hauling_latitude","double precision","NO",
"ros","ros_ll","hauling_operations","start_hauling_longitude","double precision","NO",
"ros","ros_ll","hauling_operations","sampling_protocol_code","character(2)","NO",
"ros","ros_ll","hauling_operations","bird_scaring_device_at_hauler","character varying(5)","NO",
"ros","ros_ll","hooks_by_type","id","integer","YES",
"ros","ros_ll","hooks_by_type","percentage_of_set","double precision","NO",
"ros","ros_ll","hooks_by_type","variations","character varying(255)","NO",
"ros","ros_ll","hooks_by_type","setting_operation_id","integer","YES",
"ros","ros_ll","hooks_by_type","hook_type_code","character(3)","NO",
"ros","ros_ll","leader_set","id","integer","YES",
"ros","ros_ll","leader_set","setting_operation_id","integer","YES",
"ros","ros_ll","leader_set","leader_material_type_code","character(2)","YES",
"ros","ros_ll","leader_set","percentage_of_branchline","double precision","YES",
"ros","ros_ll","leader_set","total_branchline_minimum_length_value","double precision","YES",
"ros","ros_ll","leader_set","total_branchline_minimum_length_unit","character varying(3)","YES",
"ros","ros_ll","leader_set","total_branchline_maximum_length_value","double precision","YES",
"ros","ros_ll","leader_set","total_branchline_maximum_length_unit","character varying(3)","YES",
"ros","ros_ll","lights_by_type_and_colour","id","integer","YES",
"ros","ros_ll","lights_by_type_and_colour","number_of_lights_by_type_and_colour","integer","NO",
"ros","ros_ll","lights_by_type_and_colour","setting_operation_id","integer","YES",
"ros","ros_ll","lights_by_type_and_colour","light_colour_code","character(2)","NO",
"ros","ros_ll","lights_by_type_and_colour","light_type_code","character(2)","NO",
"ros","ros_ll","mitigation_measures","id","integer","YES",
"ros","ros_ll","mitigation_measures","number_of_tori_lines_deployed","integer","NO",
"ros","ros_ll","mitigation_measures","percentage_of_branchlines_weighted","double precision","NO",
"ros","ros_ll","mitigation_measures","hook_sinker_distance_value","double precision","NO",
"ros","ros_ll","mitigation_measures","hook_sinker_distance_unit","character varying(3)","NO",
"ros","ros_ll","mitigation_measures","average_sinker_weight_value","double precision","NO",
"ros","ros_ll","mitigation_measures","average_sinker_weight_unit","character varying(3)","NO",
"ros","ros_ll","mitigation_measures","branchline_weighted","character varying(5)","NO",
"ros","ros_ll","mitigation_measures","hooks_set_between_dusk_and_dawn","character varying(5)","NO",
"ros","ros_ll","mitigation_measures","minimum_deck_lighting_used","character varying(5)","NO",
"ros","ros_ll","mitigation_measures","hooks_pods","character varying(5)","NO",
"ros","ros_ll","mitigation_measures_mitigation_devices","mitigation_measure_id","integer","YES",
"ros","ros_ll","mitigation_measures_mitigation_devices","mitigation_device_code","character(2)","YES",
"ros","ros_ll","setting_operations","id","integer","YES",
"ros","ros_ll","setting_operations","branchline_clip_on_time","double precision","NO",
"ros","ros_ll","setting_operations","buoys_clip_on_time","double precision","NO",
"ros","ros_ll","setting_operations","distance_between_branchlines","double precision","NO",
"ros","ros_ll","setting_operations","end_setting_date_and_time","timestamp(6) without time zone","NO",
"ros","ros_ll","setting_operations","number_of_hooks_set_between_floats","integer","NO",
"ros","ros_ll","setting_operations","number_of_shark_lines_set","integer","NO",
"ros","ros_ll","setting_operations","start_setting_date_and_time","timestamp(6) without time zone","NO",
"ros","ros_ll","setting_operations","total_number_of_floats_set","integer","NO",
"ros","ros_ll","setting_operations","total_number_of_hooks_set","integer","NO",
"ros","ros_ll","setting_operations","total_radio_dhan_buoys_set","integer","NO",
"ros","ros_ll","setting_operations","end_setting_latitude","double precision","NO",
"ros","ros_ll","setting_operations","end_setting_longitude","double precision","NO",
"ros","ros_ll","setting_operations","start_setting_latitude","double precision","NO",
"ros","ros_ll","setting_operations","start_setting_longitude","double precision","NO",
"ros","ros_ll","setting_operations","mainline_set_length_value","double precision","NO",
"ros","ros_ll","setting_operations","mainline_set_length_unit","character varying(3)","NO",
"ros","ros_ll","setting_operations","vessel_speed_value","double precision","NO",
"ros","ros_ll","setting_operations","vessel_speed_unit","character varying(3)","NO",
"ros","ros_ll","setting_operations","line_setter_speed_value","double precision","NO",
"ros","ros_ll","setting_operations","line_setter_speed_unit","character varying(3)","NO",
"ros","ros_ll","setting_operations","shark_lines_set","character varying(5)","NO",
"ros","ros_ll","setting_operations_target_species","setting_operation_id","integer","YES",
"ros","ros_ll","setting_operations_target_species","target_species_code","character varying(16)","YES",
"ros","ros_ll","specimens","id","integer","YES",
"ros","ros_ll","specimens","sampling_period","character varying(255)","NO",
"ros","ros_ll","specimens","specimen_original_id","character varying(255)","YES",
"ros","ros_ll","specimens","additional_catch_details_on_ssis_id","integer","NO",
"ros","ros_ll","specimens","additional_specimen_details_non_target_species_id","integer","NO",
"ros","ros_ll","specimens","biometric_information_id","integer","NO",
"ros","ros_ll","specimens","depredation_detail_id","integer","NO",
"ros","ros_ll","specimens","tag_detail_id","integer","NO",
"ros","ros_ll","specimens","catch_detail_id","integer","NO",
"ros","ros_ll","tag_details","id","integer","YES",
"ros","ros_ll","tag_details","alternate_tag_original_id","character varying(255)","NO",
"ros","ros_ll","tag_details","tag_original_id","character varying(255)","NO",
"ros","ros_ll","tag_details","tag_type_code","character(2)","NO",
"ros","ros_ll","tag_details","tag_finder_id","integer","NO",
"ros","ros_ll","tag_details","tag_recovery","character varying(5)","NO",
"ros","ros_ll","tag_details","tag_release","character varying(5)","NO",
"ros","ros_ll","tori_line_details","id","integer","YES",
"ros","ros_ll","tori_line_details","number_of_streamers_per_line","integer","NO",
"ros","ros_ll","tori_line_details","streamer_type","character varying(255)","NO",
"ros","ros_ll","tori_line_details","towed_objects_number","integer","NO",
"ros","ros_ll","tori_line_details","towed_objects_type","character varying(255)","NO",
"ros","ros_ll","tori_line_details","streamer_distance_value","double precision","NO",
"ros","ros_ll","tori_line_details","streamer_distance_unit","character varying(3)","NO",
"ros","ros_ll","tori_line_details","attached_height_value","double precision","NO",
"ros","ros_ll","tori_line_details","attached_height_unit","character varying(3)","NO",
"ros","ros_ll","tori_line_details","tori_line_length_value","double precision","NO",
"ros","ros_ll","tori_line_details","tori_line_length_unit","character varying(3)","NO",
"ros","ros_ll","tori_line_details","streamer_line_length_max_value","double precision","NO",
"ros","ros_ll","tori_line_details","streamer_line_length_max_unit","character varying(3)","NO",
"ros","ros_ll","tori_line_details","streamer_line_length_min_value","double precision","NO",
"ros","ros_ll","tori_line_details","streamer_line_length_min_unit","character varying(3)","NO",
"ros","ros_ll","tori_line_details","streamers_reach_surface","character varying(5)","NO",
"ros","ros_pl","additional_catch_details_on_ssi","id","integer","YES",
"ros","ros_pl","additional_catch_details_on_ssi","photo_id","character varying(255)","NO",
"ros","ros_pl","additional_catch_details_on_ssi","gear_interaction_code","character(2)","NO",
"ros","ros_pl","additional_catch_details_on_ssi","handling_method_code","character(2)","NO",
"ros","ros_pl","additional_catch_details_on_ssi","brought_on_board","character varying(5)","NO",
"ros","ros_pl","additional_catch_details_on_ssi","revival","character varying(5)","NO",
"ros","ros_pl","bait_fishing_event_pl_catch_detail","bait_fishing_event_id","integer","YES",
"ros","ros_pl","bait_fishing_events","id","integer","YES",
"ros","ros_pl","bait_fishing_events","comments","text","NO",
"ros","ros_pl","bait_fishing_events","event_original_id","character varying(255)","NO",
"ros","ros_pl","bait_fishing_events","bait_fishing_operation_id","integer","NO",
"ros","ros_pl","bait_fishing_events","trip_id","integer","YES",
"ros","ros_pl","bait_fishing_operations","id","integer","YES",
"ros","ros_pl","bait_fishing_operations","end_event_date_and_time","timestamp(6) without time zone","NO",
"ros","ros_pl","bait_fishing_operations","number_of_fishers","integer","NO",
"ros","ros_pl","bait_fishing_operations","start_event_date_and_time","timestamp(6) without time zone","NO",
"ros","ros_pl","bait_fishing_operations","start_event_latitude","double precision","NO",
"ros","ros_pl","bait_fishing_operations","start_event_longitude","double precision","NO",
"ros","ros_pl","bait_fishing_operations","bait_fishing_method_code","character(2)","NO",
"ros","ros_pl","bait_fishing_operations","sampling_protocol_code","character(2)","NO",
"ros","ros_pl","bait_fishing_operations","event_depth_value","double precision","NO",
"ros","ros_pl","bait_fishing_operations","event_depth_unit","character varying(3)","NO",
"ros","ros_pl","baits_and_conditions","id","integer","YES",
"ros","ros_pl","baits_and_conditions","bait_condition_code","character(2)","NO",
"ros","ros_pl","baits_and_conditions","species_code","character varying(16)","NO",
"ros","ros_pl","catch_details","id","integer","YES",
"ros","ros_pl","catch_details","comments","text","NO",
"ros","ros_pl","catch_details","estimated_catch_in_numbers","integer","NO",
"ros","ros_pl","catch_details","type_of_fate_code","character(2)","YES",
"ros","ros_pl","catch_details","estimated_weight_sampling_method_code","character(2)","NO",
"ros","ros_pl","catch_details","fates_code","character(2)","NO",
"ros","ros_pl","catch_details","species_code","character varying(16)","NO",
"ros","ros_pl","catch_details","estimated_weight_value","double precision","NO",
"ros","ros_pl","catch_details","estimated_weight_unit","character varying(3)","NO",
"ros","ros_pl","catch_details","estimated_weight_type_of_measurement_code","character(2)","NO",
"ros","ros_pl","catch_details","estimated_weight_processing_type_code","character(2)","NO",
"ros","ros_pl","catch_details","estimated_weight_method_code","character(2)","NO",
"ros","ros_pl","gear_specifications","id","integer","YES",
"ros","ros_pl","gear_specifications","trip_id","integer","YES",
"ros","ros_pl","gear_specifications","live_bait_tanks_capacity","double precision","NO",
"ros","ros_pl","gear_specifications","number_of_automatic_poles","integer","NO",
"ros","ros_pl","gear_specifications","number_of_anglers","integer","NO",
"ros","ros_pl","gear_specifications","pole_material","character varying(255)","NO",
"ros","ros_pl","gear_specifications","pole_material_description","text","NO",
"ros","ros_pl","gear_specifications","hook_type_code","character(3)","NO",
"ros","ros_pl","lures_or_jiggers_by_type","id","integer","YES",
"ros","ros_pl","lures_or_jiggers_by_type","lure_type","character varying(255)","NO",
"ros","ros_pl","lures_or_jiggers_by_type","make","character varying(255)","NO",
"ros","ros_pl","lures_or_jiggers_by_type","hook_type_code","character(3)","NO",
"ros","ros_pl","lures_or_jiggers_by_type","gear_specification_id","integer","YES",
"ros","ros_pl","object_details","id","integer","YES",
"ros","ros_pl","object_details","buoy_identifier","character varying(255)","NO",
"ros","ros_pl","specimens","id","integer","YES",
"ros","ros_pl","specimens","specimen_original_id","character varying(255)","YES",
"ros","ros_pl","specimens","additional_catch_details_on_ssis_id","integer","NO",
"ros","ros_pl","specimens","additional_specimen_details_non_target_species_id","integer","NO",
"ros","ros_pl","specimens","biometric_information_id","integer","NO",
"ros","ros_pl","specimens","depredation_detail_id","integer","NO",
"ros","ros_pl","specimens","tag_detail_id","integer","NO",
"ros","ros_pl","specimens","catch_detail_id","integer","YES",
"ros","ros_pl","tag_details","id","integer","YES",
"ros","ros_pl","tag_details","alternate_tag_original_id","character varying(255)","NO",
"ros","ros_pl","tag_details","tag_original_id","character varying(255)","NO",
"ros","ros_pl","tag_details","tag_type_code","character(2)","NO",
"ros","ros_pl","tag_details","tag_finder_id","integer","NO",
"ros","ros_pl","tag_details","tag_recovery","character varying(5)","NO",
"ros","ros_pl","tag_details","tag_release","character varying(5)","NO",
"ros","ros_pl","tuna_fishing_event_pl_catch_detail","tuna_fishing_event_id","integer","YES",
"ros","ros_pl","tuna_fishing_event_pl_catch_detail","catch_detail_id","integer","YES",
"ros","ros_pl","tuna_fishing_events","id","integer","YES",
"ros","ros_pl","tuna_fishing_events","comments","text","NO",
"ros","ros_pl","tuna_fishing_events","event_original_id","character varying(255)","NO",
"ros","ros_pl","tuna_fishing_events","object_detail_id","integer","NO",
"ros","ros_pl","tuna_fishing_events","tuna_fishing_operation_id","integer","NO",
"ros","ros_pl","tuna_fishing_events","trip_id","integer","YES",
"ros","ros_pl","tuna_fishing_operations","id","integer","YES",
"ros","ros_pl","tuna_fishing_operations","end_event_date_and_time","timestamp(6) without time zone","NO",
"ros","ros_pl","tuna_fishing_operations","maximum_lines_fishing_at_the_same_time","integer","NO",
"ros","ros_pl","tuna_fishing_operations","number_of_hooks_lost","integer","NO",
"ros","ros_pl","tuna_fishing_operations","start_event_date_and_time","timestamp(6) without time zone","NO",
"ros","ros_pl","tuna_fishing_operations","weight_of_bait_used","double precision","NO",
"ros","ros_pl","tuna_fishing_operations","start_event_latitude","double precision","NO",
"ros","ros_pl","tuna_fishing_operations","start_event_longitude","double precision","NO",
"ros","ros_pl","tuna_fishing_operations","bait_and_condition_id","integer","NO",
"ros","ros_pl","tuna_fishing_operations","bait_used","character varying(5)","NO",
"ros","ros_pl","tuna_fishing_operations_cl_school_sighting_cues","fishing_operation_id","integer","YES",
"ros","ros_pl","tuna_fishing_operations_cl_school_sighting_cues","school_sighting_cue_code","character(2)","YES",
"ros","ros_pl","tuna_fishing_operations_target_species","tuna_fishing_operation_id","integer","YES",
"ros","ros_pl","tuna_fishing_operations_target_species","target_species_code","character varying(16)","YES",
"ros","ros_gn","additional_catch_details_on_ssi","id","integer","YES",
"ros","ros_gn","additional_catch_details_on_ssi","photo_id","character varying(255)","NO",
"ros","ros_gn","additional_catch_details_on_ssi","gear_interaction_code","character(2)","NO",
"ros","ros_gn","additional_catch_details_on_ssi","handling_method_code","character(2)","NO",
"ros","ros_gn","additional_catch_details_on_ssi","brought_on_board","character varying(5)","NO",
"ros","ros_gn","additional_catch_details_on_ssi","revival","character varying(5)","NO",
"ros","ros_gn","catch_details","id","integer","YES",
"ros","ros_gn","catch_details","catch_detail_original_id","character varying(255)","YES",
"ros","ros_gn","catch_details","comments","text","NO",
"ros","ros_gn","catch_details","estimated_catch_in_numbers","integer","NO",
"ros","ros_gn","catch_details","fishing_event_id","integer","NO",
"ros","ros_gn","catch_details","type_of_fate_code","character(2)","YES",
"ros","ros_gn","catch_details","estimated_weight_sampling_method_code","character(2)","NO",
"ros","ros_gn","catch_details","fates_code","character(2)","NO",
"ros","ros_gn","catch_details","species_code","character varying(16)","NO",
"ros","ros_gn","catch_details","estimated_weight_value","double precision","NO",
"ros","ros_gn","catch_details","estimated_weight_unit","character varying(3)","NO",
"ros","ros_gn","catch_details","estimated_weight_type_of_measurement_code","character(2)","NO",
"ros","ros_gn","catch_details","estimated_weight_processing_type_code","character(2)","NO",
"ros","ros_gn","catch_details","estimated_weight_method_code","character(2)","NO",
"ros","ros_gn","fishing_events","id","integer","YES",
"ros","ros_gn","fishing_events","comments","text","NO",
"ros","ros_gn","fishing_events","event_original_id","character varying(255)","NO",
"ros","ros_gn","fishing_events","hauling_operation_id","integer","NO",
"ros","ros_gn","fishing_events","mitigation_measure_id","integer","NO",
"ros","ros_gn","fishing_events","setting_operation_id","integer","NO",
"ros","ros_gn","fishing_events","trip_id","integer","YES",
"ros","ros_gn","gear_specifications","id","integer","YES",
"ros","ros_gn","gear_specifications","trip_id","integer","YES",
"ros","ros_gn","gear_specifications","net_drum_hauler","character varying(5)","NO",
"ros","ros_gn","gillnet_configuration","id","integer","YES",
"ros","ros_gn","gillnet_configuration","gillnet_sequential_original_id","character varying(255)","NO",
"ros","ros_gn","gillnet_configuration","hanging_ratio","double precision","NO",
"ros","ros_gn","gillnet_configuration","number_of_floats","integer","NO",
"ros","ros_gn","gillnet_configuration","total_number_of_panels","integer","NO",
"ros","ros_gn","gillnet_configuration","vertical_mesh_count","integer","NO",
"ros","ros_gn","gillnet_configuration","gillnet_configuration_id","integer","NO",
"ros","ros_gn","gillnet_configuration","float_type_code","character(2)","NO",
"ros","ros_gn","gillnet_configuration","gillnet_material_type_code","character(2)","NO",
"ros","ros_gn","gillnet_configuration","net_depth_value","double precision","NO",
"ros","ros_gn","gillnet_configuration","net_depth_unit","character varying(3)","NO",
"ros","ros_gn","gillnet_configuration","distance_between_floats_value","double precision","NO",
"ros","ros_gn","gillnet_configuration","distance_between_floats_unit","character varying(3)","NO",
"ros","ros_gn","gillnet_configuration","droplines_length_value","double precision","NO",
"ros","ros_gn","gillnet_configuration","droplines_length_unit","character varying(3)","NO",
"ros","ros_gn","gillnet_configuration","net_length_value","double precision","NO",
"ros","ros_gn","gillnet_configuration","net_length_unit","character varying(3)","NO",
"ros","ros_gn","gillnet_configuration","droplines_used","character varying(5)","NO",
"ros","ros_gn","gillnet_configuration","panels_stacked","character varying(5)","NO",
"ros","ros_gn","gillnet_configuration_net_web_colours","gillnet_configuration_id_nwc","integer","YES",
"ros","ros_gn","gillnet_configuration_net_web_colours","net_colour_code","character(2)","YES",
"ros","ros_gn","gillnet_configuration_stretched_mesh_sizes","gillnet_configuration_id_sms","integer","YES",
"ros","ros_gn","gillnet_configuration_stretched_mesh_sizes","stretched_mesh_size_value","double precision","YES",
"ros","ros_gn","gillnet_configuration_stretched_mesh_sizes","stretched_mesh_size_unit","character varying(3)","YES",
"ros","ros_gn","hauling_operations","id","integer","YES",
"ros","ros_gn","hauling_operations","end_hauling_date_and_time","timestamp(6) without time zone","NO",
"ros","ros_gn","hauling_operations","number_of_net_panels_observed","integer","NO",
"ros","ros_gn","hauling_operations","number_of_net_panels_retrieved","integer","NO",
"ros","ros_gn","hauling_operations","start_hauling_date_and_time","timestamp(6) without time zone","NO",
"ros","ros_gn","hauling_operations","end_hauling_latitude","double precision","NO",
"ros","ros_gn","hauling_operations","end_hauling_longitude","double precision","NO",
"ros","ros_gn","hauling_operations","start_hauling_latitude","double precision","NO",
"ros","ros_gn","hauling_operations","start_hauling_longitude","double precision","NO",
"ros","ros_gn","hauling_operations","net_condition_code","character(2)","NO",
"ros","ros_gn","hauling_operations","sampling_protocol_code","character(2)","NO",
"ros","ros_gn","mitigation_measures","id","integer","YES",
"ros","ros_gn","mitigation_measures","mitigation_measures","character varying(5)","NO",
